1,1,-0.5
1,2,-0.5
1,3,0.5
1,5,0.5
1,7,-1.5
1,11,0.5
1,12,-0.5
1,13,0.5
1,15,-0.5
1,16,0.5
1,18,0.5
1,19,-0.5
1,20,0.5
1,21,0.5
31,3,-1.666666667
31,5,0.333333333
31,7,0.333333333
31,8,0.333333333
31,15,0.333333333
31,21,0.333333333
40,1,1
40,3,-1
40,5,1
40,7,1
40,8,-1
40,12,1
40,14,0
40,15,-3
40,16,0
40,19,0
40,20,1
44,1,0.666666667
44,2,-0.333333333
44,3,0.666666667
44,4,-0.333333333
44,5,-0.333333333
44,7,-1.333333333
44,9,0.666666667
44,12,-0.333333333
44,20,0.666666667
147,2,0.588235294
147,5,0.588235294
147,7,-0.411764706
147,8,0.588235294
147,9,-0.411764706
147,10,-0.411764706
147,11,-0.411764706
147,12,0.588235294
147,13,-0.411764706
147,14,0.588235294
147,15,-0.411764706
147,16,0.588235294
147,17,-0.411764706
147,18,-0.411764706
147,19,-0.411764706
147,20,0.588235294
147,21,-0.411764706
168,1,1.166666667
168,3,0.166666667
168,4,-0.833333333
168,5,1.166666667
168,6,1.166666667
168,8,-1.833333333
168,11,-2.833333333
168,13,-0.833333333
168,15,1.166666667
168,16,1.166666667
168,19,-0.833333333
168,20,1.166666667
175,1,-0.95
175,2,1.05
175,3,1.05
175,4,-0.95
175,5,-1.95
175,6,-0.95
175,7,1.05
175,8,1.05
175,9,1.05
175,11,1.05
175,12,0.05
175,13,-0.95
175,14,-1.95
175,15,0.05
175,16,1.05
175,17,0.05
175,18,0.05
175,19,-0.95
175,20,1.05
175,21,0.05
190,1,-0.818181818
190,3,0.181818182
190,5,0.181818182
190,7,0.181818182
190,8,0.181818182
190,9,0.181818182
190,11,-0.818181818
190,14,0.181818182
190,15,0.181818182
190,17,0.181818182
190,19,0.181818182
200,2,1.538461538
200,3,0.538461538
200,5,1.538461538
200,7,-1.461538462
200,8,-0.461538462
200,10,-0.461538462
200,11,0.538461538
200,12,1.538461538
200,14,-1.461538462
200,15,-2.461538462
200,16,-2.461538462
200,20,1.538461538
200,21,1.538461538
202,1,-0.636363636
202,2,-0.636363636
202,3,1.363636364
202,4,-0.636363636
202,5,0.363636364
202,7,1.363636364
202,8,1.363636364
202,11,-0.636363636
202,14,0.363636364
202,15,-2.636363636
202,20,0.363636364
203,5,-0.714285714
203,7,0.285714286
203,8,0.285714286
203,15,0.285714286
203,18,0.285714286
203,19,0.285714286
203,21,-0.714285714
210,1,-1.277777778
210,2,-1.277777778
210,3,-0.277777778
210,4,-1.277777778
210,5,0.722222222
210,7,-0.277777778
210,8,0.722222222
210,10,0.722222222
210,11,0.722222222
210,13,0.722222222
210,14,0.722222222
210,15,0.722222222
210,16,0.722222222
210,17,0.722222222
210,18,-0.277777778
210,19,-0.277777778
210,20,-1.277777778
210,21,-0.277777778
213,1,-1.35
213,2,0.65
213,3,0.65
213,4,-2.35
213,5,-0.35
213,6,0.65
213,7,0.65
213,8,0.65
213,9,0.65
213,10,-0.35
213,11,-1.35
213,12,0.65
213,13,-1.35
213,14,0.65
213,15,-1.35
213,16,0.65
213,17,0.65
213,19,0.65
213,20,0.65
213,21,0.65
222,2,0.571428571
222,3,-0.428571429
222,5,-0.428571429
222,7,-0.428571429
222,8,-0.428571429
222,12,0.571428571
222,20,0.571428571
227,2,1.2
227,3,0.2
227,7,1.2
227,8,0.2
227,11,-2.8
227,12,1.2
227,14,-0.8
227,15,-2.8
227,20,1.2
227,21,1.2
240,1,-0.714285714
240,2,-0.714285714
240,3,0.285714286
240,5,0.285714286
240,8,0.285714286
240,15,0.285714286
240,16,0.285714286
269,2,-1.153846154
269,3,0.846153846
269,4,-0.153846154
269,5,0.846153846
269,7,0.846153846
269,10,0.846153846
269,11,0.846153846
269,13,-1.153846154
269,15,-0.153846154
269,16,-0.153846154
269,17,-1.153846154
269,20,-0.153846154
269,21,-0.153846154
291,1,-0.642857143
291,3,0.357142857
291,4,-1.642857143
291,5,0.357142857
291,7,1.357142857
291,8,1.357142857
291,9,-0.642857143
291,11,-1.642857143
291,14,0.357142857
291,15,1.357142857
291,17,-0.642857143
291,18,0.357142857
291,20,1.357142857
291,21,-1.642857143
307,1,0
307,2,1
307,7,-1
307,8,0
307,9,1
307,11,-1
307,12,1
307,14,0
307,15,-2
307,16,0
307,20,1
308,1,-0.857142857
308,2,0.142857143
308,3,1.142857143
308,4,1.142857143
308,5,0.142857143
308,6,-0.857142857
308,7,0.142857143
308,8,0.142857143
308,11,-0.857142857
308,13,0.142857143
308,15,-1.857142857
308,16,0.142857143
308,18,0.142857143
308,21,1.142857143
322,5,0
322,7,0
322,8,0
322,12,1
322,15,-1
323,1,-1.947368421
323,3,2.052631579
323,4,-1.947368421
323,5,2.052631579
323,6,-1.947368421
323,7,1.052631579
323,8,-1.947368421
323,10,0.052631579
323,11,1.052631579
323,12,-1.947368421
323,13,2.052631579
323,14,2.052631579
323,15,-1.947368421
323,16,2.052631579
323,17,-1.947368421
323,18,-0.947368421
323,19,-1.947368421
323,20,2.052631579
323,21,2.052631579
337,1,1.428571429
337,2,-0.571428571
337,3,0.428571429
337,4,0.428571429
337,5,2.428571429
337,6,1.428571429
337,7,-0.571428571
337,8,1.428571429
337,9,-0.571428571
337,10,-0.571428571
337,11,-0.571428571
337,12,-0.571428571
337,13,-0.571428571
337,14,-0.571428571
337,15,-0.571428571
337,16,0.428571429
337,17,-0.571428571
337,18,-0.571428571
337,19,-0.571428571
337,20,-0.571428571
337,21,-0.571428571
364,1,-0.5625
364,2,-0.5625
364,3,0.4375
364,4,0.4375
364,5,0.4375
364,7,-1.5625
364,8,0.4375
364,10,-0.5625
364,11,0.4375
364,12,0.4375
364,13,0.4375
364,15,0.4375
364,16,0.4375
364,19,-0.5625
364,20,-0.5625
364,21,0.4375
371,2,0.333333333
371,5,0.333333333
371,7,-1.666666667
371,8,0.333333333
371,10,-0.666666667
371,13,0.333333333
371,18,0.333333333
371,20,0.333333333
371,21,0.333333333
378,5,0.625
378,8,-0.375
378,10,0.625
378,11,-0.375
378,14,-0.375
378,15,0.625
378,20,-0.375
378,21,-0.375
382,1,0.375
382,2,-0.625
382,3,1.375
382,4,0.375
382,5,0.375
382,6,0.375
382,7,-0.625
382,8,0.375
382,11,0.375
382,12,-0.625
382,13,-0.625
382,14,0.375
382,15,-2.625
382,18,0.375
382,19,-0.625
382,20,1.375
417,1,1.3125
417,2,-0.6875
417,3,-0.6875
417,5,1.3125
417,7,1.3125
417,8,0.3125
417,10,0.3125
417,11,0.3125
417,12,1.3125
417,14,0.3125
417,15,-1.6875
417,16,-2.6875
417,17,-0.6875
417,19,0.3125
417,20,1.3125
417,21,-1.6875
427,3,0.0625
427,5,-0.9375
427,7,-0.9375
427,8,0.0625
427,12,0.0625
427,14,0.0625
427,15,0.0625
427,20,0.0625
427,21,1.0625
427,2,1.0625
427,3,1.0625
427,5,0.0625
427,7,0.0625
427,8,0.0625
427,11,-0.9375
427,15,-0.9375
433,1,1
433,3,1
433,4,-1
433,5,1
433,6,1
433,7,-1
433,8,1
433,11,0
433,13,0
433,14,-1
433,15,-2
433,18,1
433,19,-1
460,1,0.818181818
460,3,0.818181818
460,5,0.818181818
460,7,0.818181818
460,8,0.818181818
460,11,-0.181818182
460,14,-1.181818182
460,15,-1.181818182
460,16,-0.181818182
460,19,-0.181818182
460,21,-1.181818182
550,1,-0.777777778
550,3,0.222222222
550,4,0.222222222
550,5,0.222222222
550,8,0.222222222
550,11,-0.777777778
550,15,0.222222222
550,19,0.222222222
550,20,0.222222222
567,2,2.083333333
567,3,0.083333333
567,5,0.083333333
567,7,2.083333333
567,8,0.083333333
567,12,2.083333333
567,15,-1.916666667
567,16,-1.916666667
567,17,-1.916666667
567,19,-1.916666667
567,20,2.083333333
567,21,-0.916666667
586,1,0.666666667
586,2,0.666666667
586,3,0.666666667
586,5,0.666666667
586,7,0.666666667
586,8,0.666666667
586,11,-1.333333333
586,12,-0.333333333
586,15,-1.333333333
586,17,-0.333333333
586,19,-1.333333333
586,20,0.666666667
149,2,1.142857143
149,3,-0.857142857
149,5,-0.857142857
149,7,-1.857142857
149,9,0.142857143
149,10,0.142857143
149,11,0.142857143
149,12,0.142857143
149,13,0.142857143
149,14,-0.857142857
149,16,1.142857143
149,18,0.142857143
149,20,1.142857143
149,21,0.142857143
969,5,2.6
969,14,0.6
969,15,-1.4
969,16,-1.4
969,21,-0.4
589,1,0.047619048
589,2,1.047619048
589,3,1.047619048
589,4,0.047619048
589,5,-0.952380952
589,6,-0.952380952
589,7,-1.952380952
589,8,0.047619048
589,9,1.047619048
589,10,1.047619048
589,11,-0.952380952
589,12,1.047619048
589,13,0.047619048
589,14,0.047619048
589,15,-2.952380952
589,16,-0.952380952
589,17,0.047619048
589,18,0.047619048
589,19,1.047619048
589,20,1.047619048
589,21,1.047619048
607,2,0.866666667
607,3,0.866666667
607,5,0.866666667
607,6,-1.133333333
607,7,-0.133333333
607,8,-0.133333333
607,11,-1.133333333
607,12,0.866666667
607,13,-1.133333333
607,14,0.866666667
607,15,-2.133333333
607,16,-0.133333333
607,19,-0.133333333
607,20,0.866666667
607,21,0.866666667
625,1,0.5
625,2,0.5
625,5,-0.5
625,7,1.5
625,8,0.5
625,13,-0.5
625,15,-1.5
625,17,-0.5
651,1,0.904761905
651,2,-0.095238095
651,3,0.904761905
651,4,-0.095238095
651,5,0.904761905
651,6,-1.095238095
651,7,0.904761905
651,8,0.904761905
651,9,-1.095238095
651,10,-1.095238095
651,11,0.904761905
651,12,0.904761905
651,13,-0.095238095
651,14,-0.095238095
651,15,-0.095238095
651,16,-1.095238095
651,17,-1.095238095
651,18,-1.095238095
651,19,-1.095238095
651,20,0.904761905
651,21,0.904761905
653,1,-0.357142857
653,2,0.642857143
653,3,-2.357142857
653,5,0.642857143
653,7,0.642857143
653,8,-1.357142857
653,9,-0.357142857
653,11,0.642857143
653,12,0.642857143
653,14,0.642857143
653,15,0.642857143
653,16,0.642857143
653,17,0.642857143
653,20,-1.357142857
714,1,1.3
714,3,0.3
714,5,1.3
714,6,0.3
714,7,-1.7
714,13,-0.7
714,15,1.3
714,16,-2.7
714,18,1.3
714,21,-0.7
736,5,0.333333333
736,7,-0.666666667
736,8,0.333333333
777,1,-0.461538462
777,2,0.538461538
777,3,0.538461538
777,4,0.538461538
777,7,0.538461538
777,8,0.538461538
777,10,-0.461538462
777,11,-0.461538462
777,14,-0.461538462
777,15,-0.461538462
777,16,-0.461538462
777,17,-0.461538462
777,19,0.538461538
833,1,-0.3
833,3,-1.3
833,5,0.7
833,6,-0.3
833,7,-0.3
833,8,0.7
833,15,-0.3
833,16,-0.3
833,19,0.7
833,20,0.7
839,1,0
839,3,1
839,5,-1
839,6,-1
839,7,-1
839,8,1
839,11,1
839,14,1
839,16,-1
858,1,0.181818182
858,3,0.181818182
858,4,-0.818181818
858,5,0.181818182
858,6,0.181818182
858,8,-0.818181818
858,15,0.181818182
858,16,0.181818182
858,18,0.181818182
858,20,0.181818182
858,21,0.181818182
886,2,0.818181818
886,3,-0.181818182
886,5,-0.181818182
886,7,-1.181818182
886,9,-0.181818182
886,10,-0.181818182
886,11,-0.181818182
886,12,0.818181818
886,15,-1.181818182
886,20,0.818181818
886,21,0.818181818
912,2,1.3
912,3,1.3
912,4,-0.7
912,5,1.3
912,6,0.3
912,7,0.3
912,8,1.3
912,9,0.3
912,10,0.3
912,11,1.3
912,12,1.3
912,13,1.3
912,14,0.3
912,15,-2.7
912,16,-2.7
912,17,-2.7
912,18,-1.7
912,19,0.3
912,20,-0.7
912,21,0.3
922,1,1
922,3,1
922,4,-2
922,5,1
922,6,0
922,8,0
922,11,0
922,16,-1
958,7,0
958,15,0
969,1,0.142857143
969,2,1.142857143
969,3,-0.857142857
969,4,0.142857143
969,5,2.142857143
969,6,1.142857143
969,7,0.142857143
969,8,1.142857143
969,11,-1.857142857
969,14,1.142857143
969,16,-1.857142857
969,17,-1.857142857
969,20,-0.857142857
969,21,0.142857143